,code,date,zdt,preclose,open,high,low,close,vol,pre2_price,pre3_price,pre5_price,pre10_price,pre15_price,pre30_price,pre3_ema_price,pre5_ema_price,pre10_ema_price,pre15_ema_price,pre30_ema_price,pre3_ema_vol,pre5_ema_vol,pre10_ema_vol,pre15_ema_vol,pre30_ema_vol,dapan,pre0_lasheng_rat,pre1_lasheng_rat,pre3_lasheng_rat,dadan_rat
13,SH600070,2018-02-07,非涨跌停,80.1057,81.3634,88.1356,74.4944,87.4584,1088030.0,88.0388,87.8454,92.8761,92.2957,93.8436,90.7477,87.9421,89.65842962962964,90.82086718736835,91.60913714062671,91.58998567412492,180323.5,217209.81481481486,228695.24435715345,265047.61044539383,344212.33585879265,-1.8213686847530002,0.99778270509978,1.77990561012771,2.22946569510446,0.026840005274993976
14,SH600072,2018-01-25,非涨跌停,52.8843,52.5077,58.156,52.3822,57.2355,9590710.0,52.0893,51.7546,51.8383,55.3109,55.1854,55.4783,51.92195,51.959159259259266,52.75746664747096,53.26679025433267,53.97913080147798,1243215.0,1229435.1851851854,1322863.6346406376,1447493.6180561017,1379375.8575739237,-0.31347407545797995,1.1102886750554999,0.3026528453932399,0.8192580114448998,0.03261347135572781
15,SH600072,2018-02-28,涨停,47.1524,46.7758,51.8802,45.5206,51.8802,5479460.0,46.5248,45.6043,44.1818,42.8848,56.4406,54.7252,46.06455,45.458659259259264,44.41784079494424,46.98386759652368,48.964864080895055,1875215.0,1569566.7407407407,1746061.2491886069,2551206.5820380663,2255385.277822652,-0.99208157304164,3.338898163606,5.2963449721166,5.21217644465473,0.010122808377460732
16,SH600072,2018-03-30,非涨跌停,52.4659,53.0098,57.6958,52.3822,55.9385,9265870.0,52.1312,52.8424,48.9096,53.6374,52.4241,41.9225,52.4868,51.04957037037037,52.481612987906935,52.44698380954628,50.207772586174094,4316350.0,4442892.962962964,4480766.88376872,4284807.678978231,3754753.6903886474,0.26470235539534,3.1413612565445,5.6720361031703,3.8585991492477305,0.05926901638610918
17,SH600082,2017-11-22,非涨跌停,31.6731,32.2696,34.8345,32.21,34.3573,3045060.0,32.0907,32.4486,32.5679,34.2976,35.0134,36.2064,32.26965,32.45300370370371,33.06013782529028,33.51401406411711,34.46359827506899,830311.0,812227.962962963,861902.9802891018,821033.2326561075,865500.9350555261,0.58542770000158,2.4561403508772,3.8796278953612,4.23677075250406,0.03694431727890026
18,SH600082,2017-12-18,涨停,34.5959,37.9362,38.0555,35.8485,38.0555,3310700.0,34.5959,34.4766,33.8205,31.6731,32.8064,36.0274,34.536249999999995,34.22476666666667,33.644445481062654,33.574651460897314,34.19319193984081,1122304.5,860123.888888889,994433.3567190106,1010237.2297410492,945318.6151174107,0.054651718528643,9.6551724137931,0.0,0.0,0.0
19,SH600083,2018-03-16,非涨跌停,19.79,19.71,21.77,19.7,20.88,2661960.0,19.65,19.66,19.61,19.42,19.3,19.2,19.655,19.64037037037037,19.545404524387305,19.470012711879132,19.310139535343083,905401.0,966333.0370370372,1187440.8166825331,1082914.744121912,985198.795423637,-0.64507072381615,1.6355140186916,4.520129403306999,7.469347682799199,0.0
20,SH600086,2017-10-18,非涨跌停,100.277,100.374,110.305,97.9631,105.773,5028710.0,100.084,101.241,99.6986,,,,100.6625,100.2698814814815,,,,734466.5,555617.8518518519,,,,0.28923135869344,3.7822878228782004,4.152658193248571,4.060151255228218,0.20611175688274322
21,SH600088,2018-02-09,涨停,32.3258,32.1192,35.5732,31.3221,35.5732,4866210.0,31.5583,31.2335,32.4734,37.8758,36.3112,38.8795,31.395899999999997,31.932196296296297,33.904407178544645,34.47826064869183,35.911678433146285,1477590.0,1476200.740740741,1365873.247733505,1307889.1757313213,1277471.4200096198,-4.0526356125749,2.5531914893617,6.0774205642516,6.16998577068845,0.09367399202388664
22,SH600088,2018-03-20,非涨跌停,36.9607,36.5769,40.6508,36.075,39.5881,4052120.0,37.6987,37.2264,38.8205,38.1415,37.9644,37.2854,37.46255,37.91300370370371,38.019841654027374,38.079286259823405,37.18732822282592,1999790.0,1831302.9629629632,1914535.8686474012,2416048.6219734317,2111089.041191263,0.3472743174358,2.0911127707244,3.6844359877198,4.448436333479458,0.022368301563828918
23,SH600088,2018-03-22,涨停,40.7394,41.3298,44.8133,40.3261,44.8133,5877200.0,39.5881,36.9607,37.2264,37.9939,38.4072,32.3258,38.2744,38.02455925925926,38.132869903372466,38.212118948875904,36.628916872825535,2659835.0,2541851.111111111,2072419.9503488732,2246071.472827856,2281783.5014664563,-0.5325283637188301,4.6896551724138,5.38409961685824,6.08218202225772,0.0711630671167294
24,SH600093,2017-12-19,涨停,56.134,56.025,61.7474,56.025,61.7474,5890570.0,56.5155,56.7335,56.461,57.7145,57.4965,60.9299,56.6245,56.54779629629631,57.04485755289281,57.09521917348471,58.14288177043679,408326.5,645681.851851852,686466.085274036,563747.4304392784,705655.737510628,0.87566349502834,0.9830205540661301,1.52210411201761,1.7023645078956182,0.014303536361789772
25,SH600093,2018-01-05,非涨跌停,58.9134,61.5839,64.7993,60.9844,63.0554,7338930.0,59.2949,59.3494,58.205,60.4939,56.7335,57.224,59.32215,58.85490740740742,59.01221427825561,58.36565443688299,58.056738711167235,1482190.0,1362991.1111111112,1743614.2193722306,1549810.4168228866,1428661.5293059356,0.17839685029137,1.1914893617021,2.04985846041455,2.30788602577981,0.04114387198298588
